LOT,NO,변환,생산량,제품명,코멘트,결점종류,X좌표,Y좌표,Y사이즈,X사이즈,사이즈,밸류,마킹레벨
20220324CC02022,1527,20220324CC020221527,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1282,285046,0.215,0.54,0.3775,53,10
20220324CC02022,1558,20220324CC020221558,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1247,423689,0.376,0.432,0.404,50,10
20220324CC02022,1568,20220324CC020221568,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1173,482118,0.537,0.324,0.4305,207,10
20220324CC02022,1603,20220324CC020221603,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1171,627055,0.269,0.378,0.3235,64,10
20220324CC02022,1618,20220324CC020221618,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1189,662696,0.376,0.432,0.404,60,10
20220324CC02022,1624,20220324CC020221624,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1240,676995,0.322,0.324,0.323,206,10
20220324CC02022,1628,20220324CC020221628,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1066,709533,0.269,0.378,0.3235,106,10
20220324CC02022,1649,20220324CC020221649,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1125,799537,0.269,0.432,0.3505,41,10
20220324CC02022,1683,20220324CC020221683,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1197,1011435,0.269,0.432,0.3505,35,10
20220324CC02022,1775,20220324CC020221775,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1236,1477002,0.161,0.54,0.3505,37,10
20220324CC02022,1863,20220324CC020221863,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1197,1489482,0.376,0.378,0.377,51,10
20220324CC02022,1872,20220324CC020221872,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1207,1490040,0.269,0.594,0.4315,64,10
20220324CC02022,1929,20220324CC020221929,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1222,1494163,0.269,0.378,0.3235,56,10
20220324CC02022,1946,20220324CC020221946,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1232,1494828,0.215,0.432,0.3235,53,10
20220324CC02022,1948,20220324CC020221948,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1212,1495033,0.269,0.378,0.3235,55,10
20220324CC02022,1954,20220324CC020221954,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1208,1495281,0.269,0.918,0.5935,51,4
20220324CC02022,1970,20220324CC020221970,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1233,1496302,0.215,0.432,0.3235,53,10
20220324CC02022,1998,20220324CC020221998,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1212,1497760,0.269,0.378,0.3235,60,10
20220324CC02022,2027,20220324CC020222027,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1196,1499512,0.43,0.486,0.458,83,10
20220324CC02022,2043,20220324CC020222043,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1216,1499947,0.215,0.432,0.3235,56,10
20220324CC02022,2100,20220324CC020222100,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1210,1502266,0.215,0.432,0.3235,51,10
20220324CC02022,2102,20220324CC020222102,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1218,1502378,0.269,0.432,0.3505,61,10
20220324CC02022,2119,20220324CC020222119,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1220,1503333,0.322,0.378,0.35,52,10
20220324CC02022,2146,20220324CC020222146,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1192,1504498,0.269,0.486,0.3775,63,10
20220324CC02022,2171,20220324CC020222171,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1201,1505305,0.483,0.648,0.5655,59,4
20220324CC02022,2181,20220324CC020222181,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1178,1505686,0.215,0.486,0.3505,61,10
20220324CC02022,2196,20220324CC020222196,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1249,1506211,0.269,0.432,0.3505,58,10
20220324CC02022,2197,20220324CC020222197,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1195,1506221,0.161,0.756,0.4585,55,10
20220324CC02022,2208,20220324CC020222208,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1199,1506708,0.215,0.486,0.3505,69,10
20220324CC02022,2260,20220324CC020222260,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1188,1508545,0.322,0.486,0.404,59,10
20220324CC02022,2317,20220324CC020222317,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1181,1509975,0.269,0.594,0.4315,56,10
20220324CC02022,2329,20220324CC020222329,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1347,3540,0.322,0.324,0.323,58,10
20220324CC02022,2333,20220324CC020222333,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1348,19263,0.322,0.378,0.35,46,10
20220324CC02022,2366,20220324CC020222366,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1311,73752,0.376,0.486,0.431,50,10
20220324CC02022,2379,20220324CC020222379,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1330,93607,0.376,0.486,0.431,34,10
20220324CC02022,2421,20220324CC020222421,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1316,155755,0.215,0.432,0.3235,44,10
20220324CC02022,2448,20220324CC020222448,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1355,194948,0.269,0.648,0.4585,50,10
20220324CC02022,2457,20220324CC020222457,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1355,210538,0.376,0.378,0.377,36,10
20220324CC02022,2466,20220324CC020222466,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1332,225677,0.322,0.324,0.323,44,10
20220324CC02022,2504,20220324CC020222504,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1333,286347,0.322,0.432,0.377,49,10
20220324CC02022,2518,20220324CC020222518,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1335,306629,0.376,0.54,0.458,45,10
20220324CC02022,2539,20220324CC020222539,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1461,342254,0.376,0.324,0.35,118,10
20220324CC02022,2547,20220324CC020222547,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1460,352619,0.43,0.324,0.377,94,10
20220324CC02022,2555,20220324CC020222555,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1333,368507,0.269,0.486,0.3775,37,10
20220324CC02022,2584,20220324CC020222584,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1327,411416,0.215,0.432,0.3235,53,10
20220324CC02022,2610,20220324CC020222610,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1385,488872,0.215,0.432,0.3235,58,10
20220324CC02022,2694,20220324CC020222694,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1344,611792,0.322,0.324,0.323,50,10
20220324CC02022,2723,20220324CC020222723,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,주기불량,1416,644224,0.806,0.216,0.511,40,10
20220324CC02022,2730,20220324CC020222730,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1288,661307,0.376,0.378,0.377,43,10
20220324CC02022,2744,20220324CC020222744,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1324,682052,0.322,0.324,0.323,32,10
20220324CC02022,2764,20220324CC020222764,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1362,705496,0.376,0.54,0.458,66,10
20220324CC02022,2778,20220324CC020222778,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1355,712785,0.322,0.378,0.35,149,10
20220324CC02022,2803,20220324CC020222803,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1290,748913,0.215,0.432,0.3235,30,10
20220324CC02022,2922,20220324CC020222922,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1368,1022193,0.376,0.324,0.35,51,10
20220324CC02022,2931,20220324CC020222931,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1321,1049022,0.269,0.378,0.3235,33,10
20220324CC02022,3020,20220324CC020223020,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1330,1237762,0.269,0.594,0.4315,38,10
20220324CC02022,3023,20220324CC020223023,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1344,1242154,0.322,0.324,0.323,31,10
20220324CC02022,3050,20220324CC020223050,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1356,1278492,0.376,0.324,0.35,41,10
20220324CC02022,3148,20220324CC020223148,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1413,1448006,0.483,0.27,0.3765,33,10
20220324CC02022,3159,20220324CC020223159,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1338,1461542,0.322,0.378,0.35,52,10
20220324CC02022,3162,20220324CC020223162,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1415,1464011,0.376,0.324,0.35,35,10
20220324CC02022,3189,20220324CC020223189,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1302,1483670,0.269,0.378,0.3235,35,10
20220324CC02022,3221,20220324CC020223221,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1302,1490260,0.269,0.594,0.4315,40,10
20220324CC02022,3242,20220324CC020223242,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1299,1494626,0.215,0.486,0.3505,37,10
20220324CC02022,3292,20220324CC020223292,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1416,1505211,0.483,0.324,0.4035,42,10
20220324CC02022,3323,20220324CC020223323,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1324,1509549,0.322,0.324,0.323,58,10
20220324CC02022,3332,20220324CC020223332,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),111,30520,0.143,0.1,0.1215,42,4
20220324CC02022,3350,20220324CC020223350,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),70,295393,0.215,0.1,0.1575,34,4
20220324CC02022,3420,20220324CC020223420,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),106,872829,0.143,0.125,0.134,37,4
20220324CC02022,3462,20220324CC020223462,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),107,1234525,0.143,0.1,0.1215,32,4
20220324CC02022,3469,20220324CC020223469,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),58,1496853,0.143,0.075,0.109,34,4
20220324CC02022,3528,20220324CC020223528,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,이물(흑),223,646595,0.358,0.925,0.6415,-37,1
20220324CC02022,3609,20220324CC020223609,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),177,1172019,0.143,0.075,0.109,21,4
20220324CC02022,3612,20220324CC020223612,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),192,1181389,0.107,0.1,0.1035,30,4
20220324CC02022,3620,20220324CC020223620,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),198,1289871,0.143,0.125,0.134,40,4
20220324CC02022,3643,20220324CC020223643,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,군집,501,161357,9.008,9.008,9.008,0,4
20220324CC02022,3651,20220324CC020223651,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),513,198811,0.143,0.125,0.134,48,4
20220324CC02022,3693,20220324CC020223693,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,군집,540,589988,9.003,9.003,9.003,0,5
20220324CC02022,3740,20220324CC020223740,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),443,755483,2.793,1.9,2.3465,93,1
20220324CC02022,3795,20220324CC020223795,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),377,1417724,0.143,0.1,0.1215,34,4
20220324CC02022,3798,20220324CC020223798,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),617,43459,0.394,0.375,0.3845,36,1
20220324CC02022,3804,20220324CC020223804,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),595,178102,0.143,0.1,0.1215,34,4
20220324CC02022,3808,20220324CC020223808,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),677,290258,0.609,0.875,0.742,32,1
20220324CC02022,3813,20220324CC020223813,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),667,297225,0.107,0.1,0.1035,37,4
20220324CC02022,3835,20220324CC020223835,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),657,395627,0.143,0.125,0.134,40,4
20220324CC02022,3879,20220324CC020223879,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),715,639167,0.394,0.5,0.447,23,1
20220324CC02022,3893,20220324CC020223893,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포눌림,694,737541,0.286,0.15,0.218,28,1
20220324CC02022,3912,20220324CC020223912,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),603,755480,2.471,0.725,1.598,106,1
20220324CC02022,3952,20220324CC020223952,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),933,323451,0.107,0.1,0.1035,35,4
20220324CC02022,3955,20220324CC020223955,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),885,335868,0.143,0.075,0.109,33,4
20220324CC02022,4040,20220324CC020224040,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1112,302411,0.251,0.1,0.1755,44,4
20220324CC02022,4042,20220324CC020224042,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),984,314617,0.143,0.075,0.109,28,4
20220324CC02022,4083,20220324CC020224083,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,이물(흑),1088,635424,0.788,2.675,1.7315,-60,1
20220324CC02022,4180,20220324CC020224180,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1254,94494,0.143,0.1,0.1215,41,4
20220324CC02022,4186,20220324CC020224186,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,군집,1181,119089,9.019,9.019,9.019,0,4
20220324CC02022,4206,20220324CC020224206,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1245,252638,0.179,0.075,0.127,46,4
20220324CC02022,4273,20220324CC020224273,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1288,462558,0.179,0.125,0.152,60,4
20220324CC02022,4285,20220324CC020224285,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1235,503066,0.143,0.1,0.1215,36,4
20220324CC02022,4287,20220324CC020224287,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1259,505479,0.107,0.1,0.1035,38,4
20220324CC02022,4327,20220324CC020224327,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1317,602100,0.143,0.075,0.109,35,4
20220324CC02022,4382,20220324CC020224382,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1223,679729,0.143,0.1,0.1215,59,4
20220324CC02022,4392,20220324CC020224392,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1314,710929,0.143,0.075,0.109,28,4
20220324CC02022,4500,20220324CC020224500,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1262,899301,0.143,0.125,0.134,69,4
20220324CC02022,4513,20220324CC020224513,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1268,927632,0.143,0.125,0.134,64,4
20220324CC02022,9,20220324CC020229,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,25,755660,2.695,11.13,6.9125,255,2
20220324CC02022,11,20220324CC0202211,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,45,899575,0,0,0,189272,1
20220324CC02022,35,20220324CC0202235,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,72,755656,0,0,0,153026,1
20220324CC02022,48,20220324CC0202248,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,127,755658,3.885,11.13,7.5075,255,2
20220324CC02022,51,20220324CC0202251,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,149,635575,8.995,9.135,9.065,255,1
20220324CC02022,92,20220324CC0202292,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,240,755582,1.4,11.13,6.265,255,8
20220324CC02022,102,20220324CC02022102,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,290,755572,4.06,11.13,7.595,255,2
20220324CC02022,116,20220324CC02022116,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,359,755622,0,0,0,2394,1
20220324CC02022,159,20220324CC02022159,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,462,716707,0,0,0,206229,1
20220324CC02022,171,20220324CC02022171,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,432,755662,2.59,11.13,6.86,255,1
20220324CC02022,246,20220324CC02022246,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,555,635733,5.075,0.21,2.6425,255,10
20220324CC02022,256,20220324CC02022256,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,582,755583,4.935,11.13,8.0325,255,8
20220324CC02022,281,20220324CC02022281,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,624,365197,0,0,0,177926,1
20220324CC02022,318,20220324CC02022318,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,685,513733,0,0,0,192222,1
20220324CC02022,357,20220324CC02022357,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,703,635751,4.515,2.38,3.4475,255,1
20220324CC02022,369,20220324CC02022369,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,723,639353,2.66,3.57,3.115,255,2
20220324CC02022,493,20220324CC02022493,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,856,755611,2.94,11.13,7.035,255,2
20220324CC02022,505,20220324CC02022505,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,899,635706,11.13,0.77,5.95,255,10
20220324CC02022,525,20220324CC02022525,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,896,755657,0,0,0,411218,1
20220324CC02022,527,20220324CC02022527,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,913,755657,0,0,0,416421,1
20220324CC02022,542,20220324CC02022542,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,937,755657,0,0,0,208118,1
20220324CC02022,578,20220324CC02022578,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,쿠닉,1019,635702,0,0,0,169326,1
20220324CC02022,593,20220324CC02022593,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1015,635777,8.47,1.12,4.795,255,10
20220324CC02022,607,20220324CC02022607,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1019,954480,1.225,1.295,1.26,255,8
20220324CC02022,648,20220324CC02022648,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1165,635693,2.975,0.315,1.645,255,10
20220324CC02022,649,20220324CC02022649,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1164,635685,2.975,0.315,1.645,255,10
20220324CC02022,661,20220324CC02022661,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,1170,755672,2.975,11.13,7.0525,255,2
20220324CC02022,698,20220324CC02022698,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1239,755582,0.385,11.13,5.7575,255,10
20220324CC02022,787,20220324CC02022787,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/미마킹,얼룩,1463,752896,0.63,2.87,1.75,255,8
20220324CC02022,795,20220324CC02022795,1512,W3.1 코팅 ON46 ALR4 AD5M S7,크로스/마킹,얼룩,1473,755657,1.155,11.13,6.1425,255,1
20220324CC02022,811,20220324CC02022811,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,203,43254,0.322,0.324,0.323,139,10
20220324CC02022,819,20220324CC02022819,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,65,81270,0.43,0.378,0.404,209,10
20220324CC02022,850,20220324CC02022850,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,133,290600,0.376,0.378,0.377,195,10
20220324CC02022,865,20220324CC02022865,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,15,398288,0.322,0.432,0.377,112,10
20220324CC02022,866,20220324CC02022866,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,39,399404,0.376,0.324,0.35,187,10
20220324CC02022,896,20220324CC02022896,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,107,587467,0.269,0.378,0.3235,40,10
20220324CC02022,917,20220324CC02022917,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,16,740301,0.269,0.378,0.3235,103,10
20220324CC02022,923,20220324CC02022923,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,93,772091,0.322,0.324,0.323,170,10
20220324CC02022,943,20220324CC02022943,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,135,899340,0.322,0.324,0.323,33,10
20220324CC02022,980,20220324CC02022980,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,119,1181630,0.269,0.378,0.3235,44,10
20220324CC02022,1004,20220324CC020221004,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,101,1338426,0.376,0.378,0.377,209,10
20220324CC02022,1060,20220324CC020221060,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,371,1067886,0.269,0.378,0.3235,60,10
20220324CC02022,1111,20220324CC020221111,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,632,812370,0.376,0.324,0.35,186,10
20220324CC02022,1124,20220324CC020221124,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,777,54364,0.483,0.378,0.4305,36,10
20220324CC02022,1148,20220324CC020221148,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,824,479675,1.128,0.594,0.861,209,2
20220324CC02022,1151,20220324CC020221151,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,650,500596,0.43,0.27,0.35,64,10
20220324CC02022,1250,20220324CC020221250,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,883,265754,0.376,0.432,0.404,200,10
20220324CC02022,1271,20220324CC020221271,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1062,359981,0.698,0.864,0.781,49,10
20220324CC02022,1390,20220324CC020221390,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1054,863743,0.322,0.324,0.323,81,10
20220324CC02022,1395,20220324CC020221395,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1063,897485,0.376,0.27,0.323,33,10
20220324CC02022,1413,20220324CC020221413,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,938,1044357,0.269,0.486,0.3775,188,10
20220324CC02022,1463,20220324CC020221463,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1071,1497580,0.376,0.378,0.377,50,10
20220324CC02022,1467,20220324CC020221467,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,993,1508986,0.269,0.432,0.3505,30,10
20220324CC02022,1500,20220324CC020221500,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1280,132255,0.376,0.324,0.35,34,10
20220324CC02022,1513,20220324CC020221513,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1219,185853,0.322,0.378,0.35,48,10
20220324CC02022,4646,20220324CC020224646,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1227,1251425,0.179,0.15,0.1645,64,4
20220324CC02022,4691,20220324CC020224691,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1472,2591,0.215,0.125,0.17,42,4
20220324CC02022,4748,20220324CC020224748,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1478,288261,0.143,0.125,0.134,35,4
20220324CC02022,4797,20220324CC020224797,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1478,456261,0.107,0.125,0.116,29,4
20220324CC02022,4857,20220324CC020224857,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/마킹,기포(백),1468,635393,0.286,0.6,0.443,31,1
20220324CC02022,4889,20220324CC020224889,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1464,688104,0.179,0.125,0.152,60,4
20220324CC02022,4899,20220324CC020224899,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,주기불량,1468,693248,9.003,9.003,9.003,0,6
